ID,wc_bio1,wc_bio4,wc_bio7,wc_bio12,wc_bio15,wc_bio16
H4PC4F,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
00TCBD,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
XHFIN3,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
DEX0X1,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
QYHXH8,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
LCS0V0,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
B9NH3I,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
XV60NM,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
Y0DSHA,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
63WATE,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
8ZO7UN,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
J6ZTE7,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
JEZEW2,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
20I71A,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
A8AZHW,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
Q9R801,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
MRZC2J,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
75O0KX,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
RMGRYC,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
NF1DUL,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
NUFJIS,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
GZHP4Q,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
4LIFM0,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
XXJHFR,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
13NI7D,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
DGX833,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
K2JR9I,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
EQPF0A,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
3YJWTB,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
A1RSQV,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
93XW42,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
VYQ96G,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
9CTIEZ,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
KBASIO,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
0LYYXX,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
OLTRL2,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
C64BHA,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
GR2QFU,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
OXGO3H,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
FV3RQT,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
MUX9LD,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
9HC9OA,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
88Z9RL,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
SH2I0S,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
VV7VG3,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
YKQ02D,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
CYCSM5,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
8IHY1K,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
FOURGS,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
BQ9O8I,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
OOFDTQ,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
Y4069V,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
U24BHN,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
128P3R,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
LL1CVH,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
FN3XEN,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
U9GG1E,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
LNV7XC,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
OQXK1S,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
PF634Z,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
VV8T3F,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
DHAZE8,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
JDBT6H,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
7IURVU,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
AKJ106,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
KZO17R,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
363RZT,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
9OIHEL,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
UXEYA0,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
KX3NK2,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
OGGLZ7,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
NQ1428,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
X1QYLS,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
MXZWJB,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
R6M7WR,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
YNI5OC,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
J9R8WT,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
R4PQDG,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
UYZF03,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
1929HP,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
6OTPFW,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
9MQZ7F,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
PHPN7D,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
C6MJDX,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
33P0DD,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
47CZO8,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
W9XXVF,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
DGCVH0,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
IAPMA3,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
DJWUZ3,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
6W4CZ8,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
56VH1O,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
HON4JU,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
3YUOYG,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
KQ4UPB,19.108156204223633,173.20909118652344,14.982250213623047,1383.0,92.50130462646484,743.0
Y608UM,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
YZM3FL,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
EQ2VH8,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
VR6Q8N,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
MJJOBH,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
379QYX,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
7TIF30,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
4GDOZE,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
B2A1SW,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
4R79MF,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
8FBP0N,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
XHEK5I,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
25RSJB,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
7LTBVM,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
MPLBYV,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
N3040R,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
SFU650,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
Z657TG,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
VTGARN,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
PVAQKY,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
K1KDLC,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
AAVD4C,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
EUPWWA,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
453X0M,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
21LU8Z,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
NDPWVZ,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
D58WA3,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
QQ64QG,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
47DE5T,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
H3IW06,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
GRYQLY,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
D0HXC6,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
EG3HFS,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
6IRNC8,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
NKPSHS,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
PFY2RB,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
JIRIV9,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
SGBXG0,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
GS3IA2,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
TUDXY2,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
FD99DI,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
34T49O,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
KWXN70,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
NYXXGJ,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
EM25M0,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
QTNNXJ,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
E1FVS4,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
XG58BH,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
SKNTVX,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
0643YR,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
IU3BWT,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
C9NOAU,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
K8Y3TQ,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
KNTVM2,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
M99ZGP,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
CJTROE,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
KSBEAU,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
VL44IO,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
RXERLQ,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
G9AQ8D,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
GCHGUW,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
85XUW4,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
622VRS,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
74R0OO,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
2E3RRH,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
KY7IZD,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
EKCSBE,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
6C68Q1,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
I516EV,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
9UF3NF,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
UZJ8Y7,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
4MUB32,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
3MUJXC,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
S0E7NC,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
0W9GKP,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
MVJJ87,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
3OP75Z,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
DNQGB2,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
1OP80N,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
9PD5YL,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
7JEC1A,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
LGCQU7,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
ZW7C34,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
FB9K5J,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
JFF9EJ,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
C4UAGM,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
WZ2CM4,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
XCUGMB,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
ZVQ8W2,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
UDBYW3,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
1S67UK,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
FVMMRL,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
EY4A7S,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
4WPB7J,17.55010414123535,169.73960876464844,16.482250213623047,1284.0,97.6170425415039,703.0
93D3O9,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
EZW4V7,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
R0S7TR,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
2X92EN,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
AK9L3S,17.35309410095215,168.12303161621094,15.645499229431152,1469.0,93.02448272705078,796.0
DMDXK1,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
IZWZ1J,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
68COOY,18.612207412719727,172.0651397705078,16.760997772216797,942.0,107.44564056396484,561.0
CBTSLR,17.99941635131836,172.52345275878906,15.279000282287598,1397.0,90.07749938964844,733.0
204LGP,19.940855026245117,167.8031005859375,17.05099868774414,823.0,111.97423553466797,505.0
TVFYHQ,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
3TXEDI,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
VYWMBX,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
TO5C78,20.413135528564453,158.99087524414062,16.475500106811523,787.0,109.3560562133789,477.0
3T675J,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
6U3H07,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
NBTUCR,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
YVUZYH,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
Y6KA2C,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
Q6L4V3,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
XMNMQO,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
CPVVCG,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
2NSN7W,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
TDKBN6,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
HTF3W8,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
K8N9BP,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
DXPAML,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
GS4JJK,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
H7Z5DN,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
91VOWD,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
PJN3FS,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
YZ6CDB,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
MJMV8L,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
URCEXL,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
RN0FKX,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
F5EDBL,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
PQ49XP,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
FV66YU,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
6HYPKD,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
AB8AMK,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
ARFVSF,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
QJ1S3P,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
UXL9IE,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
WGAVGV,20.413135528564453,158.99087524414062,16.475500106811523,787.0,109.3560562133789,477.0
A9VB3D,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
WFVDGN,20.413135528564453,158.99087524414062,16.475500106811523,787.0,109.3560562133789,477.0
W7AA1Z,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
0XPO4E,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
SRZ94R,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
EM7IEL,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
69SMP9,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
KKFF93,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
10U4DK,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
MROSTO,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
6CZRQ5,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
D68LNW,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
1SGG07,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
UGF9BL,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
PODIVY,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
EO13UR,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
W2NIH9,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
MRY155,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
JL0N10,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
I90YS0,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
QLXE69,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
6P5VJZ,16.93608283996582,169.8414764404297,16.29400062561035,1129.0,98.97801208496094,633.0
MCYGQZ,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
J7JUR8,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
FG25Y5,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
G2818M,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
K4QAV5,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
SOZ6I0,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
VBN8T0,18.268051147460938,167.75881958007812,16.440500259399414,910.0,107.6423568725586,542.0
1CS9GF,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
YAK3IL,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
F01G55,17.007177352905273,165.5489044189453,15.839248657226562,1136.0,96.04873657226562,619.0
VQNT63,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
LPVGYX,17.212282180786133,170.16787719726562,16.461999893188477,1103.0,100.870361328125,623.0
